Tomb No.,Alternate No.,Location,Collection Date,Elevation (MSL),Occupant,Translit. Occupant,Nickname,Translit. Nickname,Occupant Status,Period,Dynasty,Reigning King,Date Begin,Date End,Title1,Title2,Title3,Spouse,Translit. Spouse,Father,Translit. Father,Mother,Translit. Mother,Usurper,Translit. Usurper,Photo Link,Web Link,Notes,Bibliography,ppnsl,x,y
k069,,SAQ Upper Enclosure,11/13/2005,154.844,Ahmose Sa-Pair (?),jaH-ms-sA-pA-jr,,,Primary Owner,Second Intermediate Period,17,Intef IV to Kamose,1591,1570,king's son,,,,,,,,,,,,,columned hall,"Dziobek, E. ""The Architectural Development of Theban Tombs in the Early Eighteenth Dynasty."" In Problems and Priorities in Egyptian Archaelogy, ed. Jan Assmann et a., 75, fig. 2. Studies in Egyptology. London: Kegan Paul International, 1987; 
Kampp, TN 2, 669-670.",,460645.5499999998,2846113.943
k070,,SAQ Upper Enclosure,11/13/2005,151.764,Unknown,,,,Primary Owner,New Kingdom,18,Amenhotep II to Tuthmosis IV,1453,1386,Unknown,,,,,,,,,,,,,,"Dziobek, E. ""The Architectural Development of Theban Tombs in the Early Eighteenth Dynasty."" In Problems and Priorities in Egyptian Archaelogy, ed. Jan Assmann et a., 75, fig. 2. Studies in Egyptology. London: Kegan Paul International, 1987; 
Kampp, TN 2, 670, 671.",,460629.02300000004,2846112.9920000006
k071,,SAQ Upper Enclosure,11/13/2005,153.484,Unknown,,,,Primary Owner,Middle Kingdom,11 to 13,,2134,1668,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 670-671.",,460625.61199999973,2846112.967
k073,,SAQ Upper Enclosure,12/4/2005,156.519,Unknown,,,,Primary Owner,Middle Kingdom,11 to 13,,2134,1668,Unknown,,,,,,,,,,,,,,"Dziobek, E. ""The Architectural Development of Theban Tombs in the Early Eighteenth Dynasty."" In Problems and Priorities in Egyptian Archaelogy, ed. Jan Assmann et a., 75, fig. 2. Studies in Egyptology. London: Kegan Paul International, 1987; 
Kampp, TN 2, 671.",,460593.63800000027,2846110.466
k074,,SAQ Upper Enclosure,11/13/2005,138.974,Unknown,,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 672.",,460657.72699999996,2846096.9790000003
k075,,SAQ Upper Enclosure,11/16/2005,142.049,Unknown,,,,Primary Owner,New Kingdom,18,Ahmose I to Horemheb,1570,1293,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 672-673.",,460656.53699999955,2846087.159
k078,,SAQ Upper Enclosure,12/6/2005,150.39,Unknown,,,,Primary Owner,New Kingdom,18 to 20,,1570,1070,Unknown,,,,,,,,,,,,,Tomb entrance is blocked up.,"Kampp, TN 2, 674-675.",,460545.6830000002,2846088.892000001
k081,,Asasif (west),2/28/2006,89.062,Menkheper,mn-xpr,,,Primary Owner,New Kingdom,18,Amenhotep III?,1386,1349,Unknown,,,,,,,,,,,https://gis.cofc.edu/olgistn/k081.htm,,"k081 surveyed 3/1/2006; the tomb is located in a sunken court situated north of the k028 courtyard complex. k081 is situated in the center of the west wall, facing east to a ceremonial causeway or dromos leading up to the court. In 2006, the courtyard was filled  with radim and spoil from previous excavations. The courtyard also contains the tombs: p085 (tt244?) in the northwest corner, a buried unnumbered tomb east of p085, tt243 (Pamiu) in the west wall and south of k081, and p086 in south wall (+ 2 other buried unnumbered entrances there). The identification of tomb p085 in the northwest corner is unclear. Kampp suggests ""? tt244"", even though she also more firmly identifies tt244 (Pakharu) with another tomb along the k028 causeway (so also this database). Austrian Inst. Plan 3, small map of East Asasif, does not include tt244. However, the larger Asasif map (Plan 1) does locate tt244 here in k081 court. Adding to the confusion, the number ""244"" is painted above the entry of p155 in the k028 courtyard! Along the dromos of k081, several other buried unnumbered tombs are also located. All the tombs in this section are situated beside the causeway of Thutmose III and the processional route of the Feast of the Valley. The k081 dromos points east southeast toward the causeway (in the general direction of the bark station of Thutmose III above tt386 and the valley temple of Hatshepsut beyond). In this manner, it faces toward the procession of the bark of Amun.","Kampp, TN 2, 676.",,460999.2759999996,2846358.478
k082,,SAQ Upper Enclosure,12/6/2005,140.753,Unknown,,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 676-677.",,460514.5219999999,2846029.710999999
k083,,SAQ Upper Enclosure,12/3/2005,156.22,Unknown,,,,Primary Owner,New Kingdom,18,Ahmose to Amenhotep III,1570,1386,Unknown,,,,,,,,,,,,,"k083 lies directly above and shifted slightly northeast of the entrance of tt089 (Amenmose). It is located on a terrace immediately cut out of the roof of tt089 and seems suspiciously as an original statue shrine of tt089, subsequently usurped for a tomb (based on observation 12/05--PAP); k083 above tt089","Kampp, TN 2, 677-678.",,460556.70299999975,2846077.8340000007
k084,,SAQ Upper Enclosure,12/3/2005,146.824,Unknown,,,,Primary Owner,Middle Kingdom,11 to 13,,2134,1668,Unknown,,,,,,,,,,,,,near top of hill,"Kampp, TN 2, 678",,460593.80200000014,2846071.716
k085,,SAQ Upper Enclosure,12/3/2005,125.146,Unknown,,,,Primary Owner,Middle Kingdom,11 to 13,,2134,1668,Unknown,,,,,,,,,,,,https://lhtt.philhist.unibas.ch/sheikh-abd-el-qurna/k85-k90/,Under excavation and study by University of Basel (Bickel and Gnirs).,"Kampp, TN 2, 678",,460549.7929999996,2845987.8829999994
k086,,Asasif (west),3/19/2006,97.566,Unknown,,,,Primary Owner,"New Kingdom;
Ramesside",19-20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 678",,460990.6710000001,2846318.3719999995
k089,,SAQ Upper Enclosure,11/30/2005,118.508,Unknown,,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Unknown,,,,,,,,,,,,,"Tomb k089 lies adjacent to k090 and k091, and all lie between between tt097 (Amenemhat) and tt099 (Sennefer).","Kampp, TN 2, 679.",,460604.9450000003,2846023.5940000005
k090,,SAQ Upper Enclosure,11/30/2005,118.868,Unknown,,,,Primary Owner,Middle Kingdom,11 to 13,,2134,1668,Unknown,,,,,,,,,,,,https://lhtt.philhist.unibas.ch/sheikh-abd-el-qurna/k85-k90/,"Tomb k090 lies adjacent to k089 and k091, and all lie between between tt097 (Amenemhat) and tt099 (Sennefer),  (based on observation 12/05--PAP). According to Kampp, TN 2, 679, fig. 592, the remains of a Coptic church (PAP: including stone column and capital, etc.) overlie part of the courtyard of k090, k091, and tt097. Inability to acquire satellite signal in doorway required taking location 50 cm. out from door. Door incorrectly painted (tt)""84"". Now under excavation and study by University of Basel (Bickel and Gnirs). ","Kampp, TN 2, 679; 
Mond, R. and Emery W. B. AAA 16 (1929): pl. 81.",,460611.16700000037,2846025.2080000006
k091,,SAQ Upper Enclosure,11/30/2005,120.717,Unknown,,,,Primary Owner,New Kingdom,18,Amenhotep II to Tuthmosis IV,1453,1386,Unknown,,,,,,,,,,,,,"Tomb k091 lies adjacent to k089 and k090, and all lie between between tt097 (Amenemhat) and tt099 (Sennefer) (based on observation 21/05--PAP). Date of the tomb is according to Kampp, TN 2, 680, on the basis of its location between tt097 and tt099, making it later than tt097. According to Kampp, TN 2, 679, fig. 592, the remains of a Coptic church (PAP: including stone column and capital, etc.) overlie part of the courtyard of k090, k091, and tt097.","Kampp, TN 2, 679-680; 
Mond, R. and Emery W. B. AAA 16 (1929): pl. 81.",,460613.80700000003,2846028.505000001
k092,,SAQ Upper Enclosure,12/3/2005,124.933,Unknown,,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,Unknown,,,,,,,,,,,,,"Tomb is located on the southwest side of the courtyard of tt095 (Mery), and according to Kampp, TN 2, 680, following Gnirs (1997), it is part of the funerary complex of tt095.; door incorrectlly painted (tt)""95b""","Gnirs, A., E. Grothe and H. Guksch. MDAIK 53 (1997): 57-83; 
Kampp, TN 2, 680.",,460556.1270000003,2845975.6679999996
k093,,SAQ Upper Enclosure,12/3/2005,125.872,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,Courtyard also contains adjoining tombs k308 and k309. Line of the Upper Enclosure wall runs along the axis of the tomb's central corridor.; located in same court as k309 & k308,"Kampp, TN 2, 680.",,460553.9249999998,2845969.9800000004
k094,,SAQ Plain,11/30/2005,120.761,Unknown,,,,Primary Owner,Middle Kingdom,11 to 13,,2134,1668,Unknown,,,,,,,,,,,,,southeast of tt029; used as a house until recently,"Kampp, TN 2, 680.",,460568.76499999966,2845961.8479999993
k095,,SAQ Plain,12/11/2005,80.671,Unknown,,,,Primary Owner,New Kingdom,19 to 26,,1293,525,Unknown,,,,,,,,,,,,,Entry of tomb is located in south wall of courtyard of tt050.,"L. Collins. JEA 62 (1976): 31-32, fig. 69; 
Kampp, TN 2, 680-681.",,460889.716,2845947.403000001
k096,,Asasif (west),2/21/2006,84.133,Unknown,,,,Primary Owner,"New Kingdom;
Ramesside",19,Ramesses I to Tawosret,1293,1185,Unknown,,,,,,,,,,,https://gis.cofc.edu/olgistn/k096.htm,https://www.visiramenhotep.es/,"k096 surveyed 2/20/06; partly buried. The tomb is located in the sunken courtyard originally built for k028 (Amenhotep Huy, Dyn 18), which adjoins the south side of the Thutmose III causeway. In 2006, the k028 courtyard was nearly completely filled with radim and spoil from previous excavations. k096 is situated in the south wall under the southern rock-cut portico, facing north. The lintel of the doorway shows above the fill, although it has been piled with a mound of rock and debris as modern blocking. Subsequently, from 2009 to 2017, the entire courtyard of k028 was cleared and excavated by the Spanish expedition from Madrid (F. Martin Valentin), revealing the floor and new tombs. Here the portico of k096 was also cleared down to the ground.","Kampp, TN 2, 681.",,460999.2949999999,2846315.556
k202,,el-Khokha,2/13/2006,106.456,Unknown,,,,Primary Owner,Undefined,Unknown,,,,Unknown,,,,,,,,,Unknown,,https://gis.cofc.edu/olgistn/k202.htm,,"It is unclear that the location mapped by GPS for k202 is correct, which is based on Kampp (p. 729) and map (Plan VII D2). If correct, tomb is completely buried near the top of the hill, which is difficult given the architecture of the ""corridor-tomb"" Kampp describes so close to the crown of the hill.","Kampp, TN 2, 729.",,461087.9280000003,2846197.8000000007
k202,,el-Khokha,2/13/2006,106.456,Unknown,,,,Usurper,Undefined,Unknown,,,,Unknown,,,,,,,,,,,https://gis.cofc.edu/olgistn/k202.htm,,"Uncertain the location mapped by GPS for k202 is correct, which is based on Kampp (p. 729) and map (Plan VII D2). If correct, tomb is completely buried near the top of the hill, which is difficult given the architecture of the ""corridor-tomb"" Kampp describes so close to the crown of the hill.","Kampp, TN 2, 729.",,461087.9280000003,2846197.8000000007
k261,,SAQ Plain,12/10/2005,82.477,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"According to Kampp, TN 2, 747, a derelict structure fronted by courtyard; used as garbage dump and toilet (in 2005).","Kampp, TN 2, 747-748.",,460971.35699999984,2845897.687000001
k263,,SAQ Plain,12/10/2005,78.683,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,"Tomb is located on the southeastern side of the courtyard shared by tt138, tt259 and k307.","Kampp, TN 2, 748.",,461002.051,2845879.5639999993
k264,,SAQ Plain,12/17/2005,91.883,Unknown,,,,Primary Owner,Middle Kingdom,11 to 13,,2134,1668,Unknown,,,,,,,,,unknown,,,,"Tomb is an unfinished Middle Kingdom construction, apparently rebuilt and reused in late Dyn. 17 or early Dyn. 18. Reused again in Saite era for multiple burials. In Ramesside period, tt341 (Amennakht) was built on the southwestern side of the courtyard adjoining k264.","Kampp, TN 2, 579-580; 748-749;
Mond, R. and Emery W. B. AAA 16 (1929): 31-33.",,460727.80200000014,2845902.3320000004
k264,,SAQ Plain,12/17/2005,91.883,Unknown,,,,Usurper,Second Intermediate Period,17 to 18,,1576,1504,Unknown,,,,,,,,,unknown,,,,"According to Kampp, TN 2, 747, a derelict structure fronted by courtyard; used as garbage dump and toilet (in 2005).","Kampp, TN 2, 748-749.",,460727.80200000014,2845902.3320000004
k265,,SAQ Plain,11/30/2005,111.963,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,"Tomb is located on the northeast side of the courtyard of tt139 (Pairi).; k265 originally collected as ""p003""; location was collected .5 m in front of door","Kampp, TN 2, 749.",,460726.0250000004,2845939.2750000004
k266,,SAQ Plain,12/16/2005,77.833,Unknown,,,,Primary Owner,New Kingdom,18,Ahmose to Tuthmosis III,1570,1450,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 749.",,460775.074,2845889.5250000004
k268,,Asasif (west),3/20/2006,90.92,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,https://gis.cofc.edu/olgistn/k268.htm,,,"K268=Kampp, TN 2, 750.",,461017.72699999996,2846323.278999999
k269,,SAQ Plain,12/12/2005,102.549,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 751",,460778.2089999998,2845963.0419999994
k270,,SAQ Plain,12/16/2005,79.188,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 751",,460770.12799999956,2845903.989
k271,,SAQ Plain,12/16/2005,78.49,Unknown,,,,Primary Owner,New Kingdom,18 to 20,,1570,1070,Unknown,,,,,,,,,,,,,"Tomb is located on south side of courtyard of tt346 (Paenre) adjoing facade of tt403 (Merymaat).; door incorrectly painted (tt)""346""","Kampp, TN 2, 751.",,460786.2120000003,2845912.467
k272,,Asasif (west),3/20/2006,85.613,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,https://gis.cofc.edu/olgistn/k272.htm,,k272 completely buried; location is approximate.,"Kampp, TN 2, 751.",,461022.591,2846323.8159999996
k273,,Asasif (west),2/20/2006,80.442,Unknown,,,,Primary Owner,Third Intermediate Period; Late Period,25 to 31,,685,30,Unknown,,,,,,,,,,,https://gis.cofc.edu/olgistn/k273.htm,,,"Kampp, TN 2, 751.",,461038.1730000004,2846322.4690000005
k289,p004,SAQ Plain,11/30/2005,106.181,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,Tomb k289 is located on the southwest side of the courtyard of tt139 (Pairi); k289=p004,"Kampp, TN 2, 756.",,460726.48199999984,2845943.7119999994
k290,,SAQ Plain,12/18/2005,76.542,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,partly buried,"Kampp, TN 2, 756",,460753.86400000006,2845847.4230000004
k291,,SAQ Plain,12/17/2005,78.174,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,"Kampp, TN 2, 756.",,460745.16500000004,2845898.694
k292,,SAQ Plain,12/17/2005,80.225,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,"Kampp, TN 2, 756.",,460746.2379999999,2845902.823000001
k293,,SAQ Plain,12/17/2005,80.134,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,"Kampp, TN 2, 756.",,460748.0719999997,2845904.4580000006
k294,,SAQ Plain,12/17/2005,80.77,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,"Kampp, TN 2, 756.",,460749.0429999996,2845905.369000001
k295,,SAQ Plain,12/17/2005,78.782,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 756.",,460758.3119999999,2845887.3770000003
k296,,SAQ Plain,12/16/2005,87.715,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 756",,460775.1490000002,2845892.517000001
k297,,SAQ Plain,12/16/2005,79.791,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,"Tomb k297 is located on the north face, west side of the courtyard of tt055 (Ramose); reused in the Coptic era; GPS location collected .5 m. in front of doorway","Kampp, TN 2, 756; 
Mond, R. and Emery W. B. AAA 16 (1929): pl. 2.",,460778.85199999996,2845928.704
k298,,SAQ Plain,12/16/2005,76.661,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,"Tomb k298 is located on the north face, east side of the courtyard of tt055 (Ramose); reused in the Coptic era; k298 located on north face, east side of tt056","Kampp, TN 2, 756; 
Mond, R. and Emery W. B. AAA 16 (1929): pl. 2.",,460794.6030000001,2845924.0209999997
k299,,SAQ Plain,12/12/2005,87.393,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 756",,460812.4539999999,2845958.2540000007
k300,,SAQ Plain,12/10/2005,89.149,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 757; 
Kondo, J. Orient 23 (1987): 66, fig. 3; 
Yoshimura, S. Research in Egypt 1966-1991.Tokyo: Waseda University, 1991, p. 19; 
Yoshimura, S. and J. Kondo, ""Découvertes de nouvelles tombes des nobles."" In Les dossiers d'archéologie, vol. 149-150. Dijon: May-June, 1980, pp. 108-110.",,460831.6540000001,2845984.801999999
k301,,SAQ Plain,12/11/2005,75.033,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,"Tomb is located on the southwest side of the courtyard of tt031 (Ta ?). Mond (1929) originally dated the tomb to Dyn. 18, but Kampp argues for the Ramesside era, based on the tomb's situation and its physical relation to tt31.","Kampp, TN 2, 757; 
Mond, R. and Emery W. B. AAA 16 (1929): 31, pl. 33.",,460867.17700000014,2845943.903000001
k302,,SAQ Plain,12/10/2005,77.653,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,"Tomb is located on the northeastern side of the courtyard shared by tt138, tt259 and k263.","Kampp, TN 2, 757.",,461003.2170000002,2845886.3660000004
k303,,SAQ Plain,12/18/2005,76.684,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 757.",,460914.2910000002,2845884.1950000003
k304,,SAQ Plain,12/18/2005,73.551,Unknown,,,,Primary Owner,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,Unknown,,,,,,,,,,,,,,"Kampp, TN 2, 757.",,460921.2309999997,2845887.942
